0.8122;-0.3666;-1.678;-0.026;
0.8122;-0.3666;-2.0264;-0.1014;
0.8122;-0.3666;-2.0264;-0.1014;
0.8122;-0.3666;-2.0264;-0.1014;
0.8122;-0.3666;-2.0264;-0.1014;
0.8122;-0.3666;-1.0774;0.819;
0.8122;-0.3666;-0.0218;1.0114;
0.8122;-0.3666;-0.0218;1.0114;
1.782;-0.7878;-0.0218;1.0114;
2.3124;-1.755;-0.0218;1.0114;
2.3124;-1.755;-0.3832;1.1128;
2.0602;-0.7332;-0.3832;1.1128;
2.0602;-0.7332;-0.3832;1.1128;
2.0602;-0.7332;-0.3832;1.1128;
1.6104;-1.3884;-0.3832;1.1128;
1.6104;-1.3884;-0.3832;1.1128;
1.6104;-1.3884;-0.3832;1.1128;
1.9588;-0.988;-0.3832;1.1128;
1.9588;-0.988;-0.3832;1.1128;
1.9588;-0.988;-1.2672;0.4134;
1.9588;-0.988;-1.2672;0.4134;
1.587;-0.442;-1.2672;0.4134;
1.587;-0.442;-0.7472;-0.2392;
2.1408;0.078;-0.7472;-0.2392;
2.1408;0.078;-0.7472;-0.2392;
1.2126;0.3302;-0.7472;-0.2392;
1.2126;0.3302;-0.7472;-0.2392;
1.2126;0.3302;-0.7472;-0.2392;
2.0862;-0.1326;-0.7472;-0.2392;
1.5038;-1.4118;-0.7472;-0.2392;
1.5038;-1.4118;-0.7472;-0.2392;
1.5038;-1.4118;-1.4258;-0.2444;
1.5038;-1.4118;-1.4752;0.1664;
1.5038;-1.4118;-1.4752;0.1664;
0.2324;-0.5044;-1.4752;0.1664;
0.2324;-0.5044;-1.4752;0.1664;
0.2324;-0.5044;-1.4752;0.1664;
0.6484;0.7306;-1.4752;0.1664;
0.6484;0.7306;-1.4752;0.1664;
0.6484;0.7306;-1.548;0.1144;
0.6484;0.7306;-1.548;0.1144;
0.6484;0.7306;-1.1242;0.0312;
0.6484;0.7306;-1.1242;0.0312;
0.6484;0.7306;-1.1242;0.0312;
0.6484;0.7306;-1.1242;0.0312;
0.6484;0.7306;-1.1242;0.0312;
1.613;1.4404;-1.1242;0.0312;
1.613;1.4404;-1.1242;0.0312;
1.613;1.4404;-1.1242;0.0312;
1.613;1.4404;-0.0868;-0.3978;
1.613;1.4404;-0.0868;-0.3978;
1.613;1.4404;-0.0868;-0.3978;
1.613;1.4404;-0.6978;-0.923;
1.613;1.4404;-0.6978;-0.923;
1.0332;0.624;-0.6978;-0.923;
1.0332;0.624;-0.2428;-1.1258;
1.0332;0.624;-0.6042;-1.2896;
1.0332;0.624;-1.314;-0.6968;
1.1944;1.391;-1.314;-0.6968;
1.1944;1.391;-0.8018;-0.9308;
1.1944;1.391;-0.8018;-0.9308;
1.1944;1.391;-0.8018;-0.9308;
0.8382;1.9214;-0.8018;-0.9308;
0.8382;1.9214;-0.8018;-0.9308;
0.8382;1.9214;0.415;-0.7384;
0.8382;1.9214;0.0588;-0.4628;
0.586;1.9734;0.0588;-0.4628;
0.586;1.9734;0.0588;-0.4628;
0.586;1.9734;0.0588;-0.4628;
0.3546;1.3364;0.0588;-0.4628;
0.3546;1.3364;-1.1008;0.4862;
0.3546;1.3364;-1.0774;-0.6474;
0.3546;1.3364;-1.0774;-0.6474;
0.3546;1.3364;-1.0774;-0.6474;
0.3546;1.3364;-1.4518;-0.7904;
0.3546;1.3364;-1.4518;-0.7904;
0.6562;0.1612;-1.4518;-0.7904;
1.756;0.936;-1.4518;-0.7904;
1.756;0.936;-1.4518;-0.7904;
1.756;0.936;-1.4518;-0.7904;
1.756;0.936;-1.4752;-0.975;
1.6;1.7316;-1.4752;-0.975;
1.6;1.7316;-1.4388;-0.195;
1.6;1.7316;-1.4388;-0.195;
1.6;1.7316;-0.3104;-0.8372;
1.6;1.7316;-0.7368;-1.6796;
1.223;0.7124;-0.7368;-1.6796;
1.223;0.7124;-0.7368;-1.6796;
1.223;0.7124;-0.7368;-1.6796;
1.223;0.7124;-1.6572;-0.6474;
1.223;0.7124;-2.1642;-1.2896;
1.223;0.7124;-2.1642;-1.2896;
1.223;0.7124;-2.1642;-1.2896;
1.223;0.7124;-2.1642;-1.2896;
1.223;0.7124;-2.1642;-1.2896;
1.223;0.7124;-2.1642;-1.2896;
1.223;0.7124;-1.1294;-1.7316;
0.0842;1.5652;-1.1294;-1.7316;
0.0842;1.5652;-2.0836;-1.1752;
0.0842;1.5652;-1.3868;-1.0374;
0.0842;1.5652;-0.8668;0.1508;
0.0842;1.5652;-0.8668;0.1508;
0.0842;1.5652;-0.8668;0.1508;
0.0842;1.5652;-0.8668;0.1508;
0.0842;1.5652;-0.8668;0.1508;
0.0842;1.5652;-1.5766;-0.8476;
-0.5814;1.8278;-1.5766;-0.8476;
-0.5814;1.8278;-0.521;-1.6146;
-0.6386;1.196;-0.521;-1.6146;
-0.6386;1.196;-0.521;-1.6146;
-0.6386;1.196;-0.521;-1.6146;
-0.6386;1.196;-0.521;-1.6146;
-0.6386;1.196;-0.521;-1.6146;
-0.6542;1.4378;-0.521;-1.6146;
-0.6542;1.4378;-0.521;-1.6146;
-0.6542;1.4378;-0.04;-0.7774;
-0.6542;1.4378;-0.04;-0.7774;
-0.6542;1.4378;0.3942;-1.833;
-0.6542;1.4378;0.3942;-1.833;
-0.6542;1.4378;0.3994;-0.5798;
-1.4524;0.9048;0.3994;-0.5798;
-1.4524;0.9048;0.3994;-0.5798;
-1.4524;0.9048;0.3994;-0.5798;
-0.4332;1.7316;0.3994;-0.5798;
-0.4332;1.7316;0.3994;-0.5798;
-0.4332;1.7316;0.3994;-0.5798;
-0.4332;1.7316;0.3994;-0.5798;
-0.4332;1.7316;0.3994;-0.5798;
-0.4332;1.7316;1.611;-0.026;
-0.4332;1.7316;1.611;-0.026;
-0.818;2.2646;1.611;-0.026;
-0.818;2.2646;1.611;-0.026;
-0.818;2.2646;1.0546;0.1534;
-0.818;2.2646;1.0546;0.1534;
-0.818;2.2646;0.0042;-0.7254;
-0.818;2.2646;0.0042;-0.7254;
-0.818;2.2646;0.0042;-0.7254;
-0.818;2.2646;0.8154;0.0026;
-0.818;2.2646;0.8154;0.0026;
-0.818;2.2646;0.8154;0.0026;
-0.818;2.2646;0.8154;0.0026;
-0.818;2.2646;0.8154;0.0026;
-1.884;1.222;0.8154;0.0026;
-2.7134;0.5148;0.8154;0.0026;
-2.7134;0.5148;0.8154;0.0026;
-2.7134;0.5148;0.8154;0.0026;
-2.7134;0.5148;0.8154;0.0026;
-2.7134;0.5148;0.8154;0.0026;
-2.7134;0.5148;0.8154;0.0026;
-2.2974;0.4836;0.8154;0.0026;
-2.2974;0.4836;1.2808;0.2054;
-2.2974;0.4836;1.2808;0.2054;
-2.2974;0.4836;1.2808;0.2054;
-1.4108;0.7332;1.2808;0.2054;
-1.4108;0.7332;1.2808;0.2054;
-1.8996;-0.5096;1.2808;0.2054;
-1.8996;-0.5096;1.2808;0.2054;
-1.8996;-0.5096;1.2808;0.2054;
-1.8996;-0.5096;1.4342;0.3978;
-1.416;-0.2756;1.4342;0.3978;
-1.416;-0.2756;1.4342;0.3978;
-1.416;-0.2756;1.0806;0.572;
-1.416;-0.2756;1.0806;0.572;
-1.416;-0.2756;0.9974;0.7696;
-1.416;-0.2756;0.9974;0.7696;
-1.416;-0.2756;1.468;0.1222;
-1.416;-0.2756;1.468;0.1222;
-1.221;-1.4326;1.468;0.1222;
-1.221;-1.4326;1.468;0.1222;
-1.221;-1.4326;0.6074;0.0338;
-1.221;-1.4326;0.6074;0.0338;
