0.32682;0.32519;0.320349;0.312439;0.301693;0.288418;0.272983;0.255803;0.23732;0.217981;0.198226;0.178467;0.15908;0.140387;0.122659;0.106102;0.0908677;0.0770461;0.064677;0.0537533;0.0442301;0.036032;0.0290613;0.023206;0.018346;0.0143595;0.0111275;0.00853706;0.00648453;0.00487646;0.00363068;0.00267626;0.0019531;0.00141117;0.00100946;0.000714912;0.000501269;0.000347969;0.000239142;0.000162706;0.000109586;7.30539e-05;4.81856e-05;3.142e-05;2.02116e-05;1.27587e-05;7.79278e-06;4.41857e-06;1.98836e-06;
-3978.57;-7838.74;-11467.8;-14764.5;-17643.6;-20039.2;-21907.8;-23228.3;-24002.4;-24252.3;-24018.4;-23355.4;-22328.6;-21009.5;-19471.8;-17787.6;-16024.6;-14243.2;-12495.2;-10822.6;-9257.46;-7822.08;-6529.97;-5386.86;-4392;-3539.58;-2820.04;-2221.36;-1730.16;-1332.58;-1015.02;-764.648;-569.744;-419.91;-306.135;-220.785;-157.523;-111.186;-77.6426;-53.6402;-36.661;-24.7844;-16.5673;-10.9405;-7.1215;-4.54425;-2.80171;-1.6004;-0.723596;
16955.1;16533.2;15290;13291.5;10643.1;7481.48;3965.4;265.387;-3447.4;-7011.43;-10283.8;-13147.4;-15515.4;-17333.8;-18581;-19265.4;-19421.8;-19105.6;-18386.9;-17344.9;-16061.7;-14617.3;-13086;-11532.8;-10012.1;-8566.53;-7227.13;-6014.14;-4938.2;-4001.98;-3201.85;-2529.53;-1973.68;-1521.2;-1158.33;-871.521;-647.99;-476.156;-345.822;-248.252;-176.14;-123.501;-85.5318;-58.4448;-39.2993;-25.8421;-16.3597;-9.54486;-4.37543;
-835.08;-1612.24;-2277.91;-2787.17;-3106.96;-3218.28;-3117.14;-2814.16;-2333.08;-1708.2;-981.138;-197.288;597.789;1361.6;2057.44;2656.28;3137.95;3491.37;3714.15;3811.55;3794.98;3680.34;3486.31;3232.64;2938.77;2622.66;2300.04;1983.84;1684.07;1407.82;1159.54;941.371;753.582;595.024;463.549;356.385;270.457;202.633;149.905;109.512;79.0024;56.2719;39.5553;27.4075;18.6675;12.4175;7.93876;4.66723;2.14986;
7415.37;7084.38;6121.28;4613.77;2698.09;545.405;-1655;-3713.87;-5459.39;-6752.13;-7495.99;-7644.4;-7201.19;-6216.8;-4780.29;-3008.55;-1033.99;1007.83;2989.52;4801;6355.98;7595.51;8488.6;9030.44;9238.73;9148.7;8807.63;8269.43;7589.63;6821.34;6012.19;5202.34;4423.52;3698.89;3043.59;2465.72;1967.63;1547.19;1199.15;916.262;690.252;512.584;375.002;269.891;190.467;130.848;86.0118;51.6815;24.1428;
-2389.84;-4520.18;-6159.79;-7133.6;-7341.18;-6766.62;-5478.29;-3618.89;-1387.28;985.162;3260.66;5220.3;6685.55;7533.73;7706.26;7209.4;6107.99;4513.88;2570.78;437.633;-1727.36;-3780.62;-5603.63;-7109.53;-8245.67;-8992.6;-9360.22;-9381.99;-9108.12;-8598.64;-7917.05;-7124.93;-6277.96;-5423.27;-4598.12;-3829.66;-3135.58;-2525.28;-2001.44;-1561.55;-1199.57;-907.182;-675.017;-493.441;-353.176;-245.652;-163.156;-98.8087;-46.3862;
96.1114;89.9366;72.2014;45.2062;12.4333;-21.9237;-53.5196;-78.4258;-93.6253;-97.3716;-89.3657;-70.7365;-43.8395;-11.9112;21.3655;52.3191;77.7114;95.0708;102.905;100.777;89.255;69.749;44.2784;15.1993;-15.0664;-44.271;-70.5265;-92.4241;-109.086;-120.156;-125.739;-126.312;-122.614;-115.533;-106.01;-94.9508;-83.1663;-71.3344;-59.9807;-49.4779;-40.0576;-31.8302;-24.8088;-18.934;-14.0956;-10.152;-6.9434;-4.30072;-2.04809;
-21.2891;-39.4392;-51.7616;-56.4589;-52.877;-41.5863;-24.2756;-3.47913;17.8166;36.6185;50.3562;57.2296;56.4277;48.1929;33.7338;15.0093;-5.57398;-25.4998;-42.4654;-54.6467;-60.875;-60.7125;-54.4287;-42.8934;-27.4129;-9.53662;9.13592;27.1243;43.1967;56.4503;66.3432;72.6821;75.5774;75.376;72.5849;67.7956;61.6168;54.6217;47.3101;40.0868;33.2541;27.0142;21.4798;16.6892;12.6217;9.21376;6.37112;3.97852;1.90421;
-5.34751;-4.89904;-3.62783;-1.7484;0.423442;2.52507;4.20889;5.20056;5.34339;4.62167;3.15958;1.19685;-0.95358;-2.95796;-4.51479;-5.39983;-5.49626;-4.80625;-3.4436;-1.61027;0.438064;2.43119;4.12175;5.31562;5.89175;5.80981;5.10642;3.88189;2.2808;0.470003;-1.38277;-3.12691;-4.6419;-5.84459;-6.69099;-7.17336;-7.31411;-7.15772;-6.76214;-6.19078;-5.50572;-4.76271;-4.00792;-3.27629;-2.59134;-1.96576;-1.40263;-0.896707;-0.435536;
-2.20009;-3.99004;-5.03263;-5.13475;-4.28067;-2.63303;-0.499838;1.72531;3.63774;4.89617;5.28306;4.74001;3.37286;1.42709;-0.760393;-2.82272;-4.42619;-5.32358;-5.38935;-4.63219;-3.18482;-1.27499;0.815556;2.79648;4.41061;5.46628;5.85643;5.56338;4.65077;3.24564;1.51486;-0.359913;-2.20507;-3.87295;-5.25346;-6.27909;-6.924;-7.19863;-7.1414;-6.80916;-6.26787;-5.58438;-4.82014;-4.02687;-3.24413;-2.49859;-1.80425;-1.1635;-0.568099;
